AMI Id,AMI Name,Creation Date,SNAPSHOT Count,SNAPSHOT Size (in GB),Deleted By
ami-0e213971011f8401e,SAPXB4CIPA_AMI_30Dec2021,2021-12-29T21:47:17.000Z,7,502,Vaibhav
ami-0e25eba716a08bb98,SAPXS4DB03_Metadata_220222,2022-02-22T12:38:56.000Z,13,4376,Vaibhav
ami-0e2b983f87ce26743,SAPXBJDB01_Post-AMI_14022022,2022-02-14T14:47:03.000Z,11,4727,Vaibhav
ami-0e50e178c899ff335,SAPXWDAP01_AMI_30Dec2021,2021-12-29T21:44:25.000Z,5,236,Vaibhav
ami-0e6e01c69f5aec39e,SAPXS4CIPA_AMI_20_Dec_2021,2021-12-20T13:09:52.000Z,6,534,Vaibhav
ami-0e83a04e7a361ca14,SAPXS4MS02_Post-AMI_14022022,2022-02-14T14:55:04.000Z,6,434,Vaibhav
ami-0ea03b1bd0c8b9bb8,SAPXS4DB02,2022-01-24T18:50:41.000Z,11,5351,Vaibhav
ami-0ea08154d82ccc023,SAPXVRTXAP01_Post-AMI_14022022,2022-02-14T14:44:14.000Z,3,181,Vaibhav
ami-0eaba7b5f16aa1bcc,SAPDB4CIPA_PostPatch_17022022,2022-02-17T11:14:58.000Z,5,302,Vaibhav
ami-0eb27aedcb275b049,SLES-15_CIPA_16022022,2022-02-16T10:48:37.000Z,6,200,Vaibhav
ami-0ebee5acbb58edaaf,SAPTRDAP01_PostPatchAMI_17022022,2022-02-17T09:37:18.000Z,3,232,Vaibhav
ami-0ec32ea118b9b03be,AMI_SAPXDSDB01_14-12-2021,2021-12-14T09:57:02.000Z,11,2977,Vaibhav
ami-0ec3850ef4b868b66,SAPDWDAP01-adhoc,2021-11-16T11:17:24.000Z,5,236,Vaibhav
ami-0ed42851dc489e64e,SAPDF4DB01_PostPatchAMI_17022022,2022-02-17T09:41:33.000Z,11,2627,Vaibhav
ami-0ee5bf977c1b789e8,AMI_SAPXB4DB01_14-12-2021,2021-12-14T09:51:12.000Z,10,4176,Vaibhav
ami-0ef2d9ab70d02684a,SAPXS4DB03_hardening,2022-01-24T16:03:23.000Z,8,4276,Vaibhav
ami-0f0a6de3cb7f7280d,SAPDWDAP01_adhocAMI,2021-11-10T16:06:14.000Z,5,236,Vaibhav
ami-0f197f021b70caf56,SAPXS4DB03_31jan hardening,2022-01-31T13:02:07.000Z,13,4376,Vaibhav
ami-0f37ea9a86667501d,OS_HardenedSuseLinuxV1,2020-04-15T09:42:58.000Z,1,100,Vaibhav
ami-0f4aa99cc894e245f,SAPXS4AP01_Metadata_220222,2022-02-22T12:35:52.000Z,7,664,Vaibhav
ami-0f540f1c750d481ac,SAPXS4CIPA_New_AMI_20_Dec_2021,2021-12-20T13:08:20.000Z,6,466,Vaibhav
ami-0f7a9d859ef91bc83,SAPXVRTXAP01_AMIBackup_9_Dec_2021,2021-12-09T18:17:03.000Z,3,181,Vaibhav
ami-0f99c38b40c07a706,SAPEIES01_23022022,2022-02-23T06:46:55.000Z,1,100,Vaibhav
ami-0fc4f832789265fd9,SAPXS4DB03_AMI_19_Nov_2021,2021-11-19T16:44:05.000Z,10,4176,Vaibhav
ami-0fd41721c8b57622e,AMI_SAPXS4DB03_14-12-2021,2021-12-14T09:50:06.000Z,10,4176,Vaibhav
ami-0fee4d433ee665230,SAPDEMDB01-Crashed-08_06_2020,2020-06-08T08:51:24.000Z,10,2327,Vaibhav
ami-0ff585ee2e272c19b,SAPXS4DB03_hardening_25jan,2022-01-25T13:03:33.000Z,8,4276,Vaibhav
,Total,,1691,394095,
